49,7.2802,0.1777,3.6214,0.3262,54612.4960
50,7.2800,0.1799,3.6220,0.3397,54612.4960
51,7.2800,0.1926,3.6231,0.3610,54612.4960
52,7.2800,0.2023,3.6239,0.3778,54612.4960
53,7.2800,0.2125,3.6254,0.4089,54612.4960
54,7.2800,0.2408,3.6278,0.4503,54612.4960
55,7.2800,0.2614,3.6300,0.5026,54612.4960
56,7.2800,0.2771,3.6311,0.5221,54612.4960
57,7.2800,0.2964,3.6318,0.5328,54612.4960
58,7.2800,0.2986,3.6324,0.5536,54612.4960
59,7.2800,0.3141,3.6335,0.5700,54612.4960
60,7.2800,0.3014,3.6341,0.5774,54612.4960
61,7.2800,0.3051,3.6355,0.6116,54612.4960
62,7.2800,0.2957,3.6360,0.6162,54612.4960
63,7.2800,0.2946,3.6363,0.6173,54612.4960
64,7.2800,0.2986,3.6362,0.6173,54612.4960
65,7.2800,0.3045,3.6359,0.6136,54612.4960
66,7.2802,0.2872,3.6351,0.5847,54612.4960
67,7.2802,0.2716,3.6331,0.5429,54612.4960
68,7.2802,0.2517,3.6305,0.4829,54612.4960
69,7.2802,0.2023,3.6283,0.4264,54612.4960
70,7.2800,0.2062,3.6269,0.4106,54612.4960
71,7.2800,0.2001,3.6258,0.3809,54612.4960
72,7.2802,0.1907,3.6253,0.3708,54612.4960
73,7.2802,0.1911,3.6260,0.3815,705.8333
74,7.2802,0.2119,3.6274,0.4214,48.3333
75,7.2802,0.2187,3.6282,0.4387,259.1667
76,7.2802,0.2263,3.6289,0.4538,318.3333
77,7.2800,0.2320,3.6287,0.4448,335.0000
78,7.2800,0.2283,3.6282,0.4332,347.5000
79,7.2802,0.2020,3.6274,0.4185,54612.4960
80,7.2802,0.1867,3.6267,0.4030,54612.4960
81,7.2802,0.1793,3.6258,0.3883,54612.4960
82,7.2802,0.1786,3.6254,0.3778,54612.4960
83,7.2802,0.1839,3.6261,0.3953,54612.4960
84,7.2802,0.2020,3.6278,0.4339,54612.4960
85,7.2802,0.2191,3.6297,0.4719,54612.4960
86,7.2800,0.2482,3.6305,0.4829,54612.4960
87,7.2800,0.2465,3.6302,0.4765,54612.4960
88,7.2802,0.2296,3.6293,0.4481,54612.4960
89,7.2800,0.2231,3.6285,0.4273,54612.4960
90,7.2802,0.2141,3.6278,0.4089,54612.4960
91,7.2802,0.2106,3.6275,0.4102,54612.4960
92,7.2800,0.2086,3.6272,0.3962,54612.4960
93,7.2802,0.2069,3.6275,0.4036,54612.4960
94,7.2802,0.1994,3.6265,0.3800,54612.4960
95,7.2802,0.1968,3.6264,0.3780,54612.4960
96,7.2800,0.1979,3.6269,0.3861,54612.4960
97,7.2800,0.2090,3.6280,0.4111,54612.4960
98,7.2802,0.2163,3.6289,0.4253,54612.4960
99,7.2802,0.2239,3.6296,0.4395,54612.49601
00,7.2800,0.2261,3.6296,0.4468,54612.4960
101,7.2802,0.2147,3.6285,0.4170,54612.4960
102,7.2802,0.2038,3.6275,0.3936,54612.4960
103,7.2800,0.2108,3.6279,0.3988,54612.4960
104,7.2802,0.2318,3.6302,0.4536,54612.4960
105,7.2800,0.2627,3.6334,0.5186,54612.4960
106,7.2800,0.2885,3.6359,0.5753,54612.4960
107,7.2800,0.2997,3.6370,0.5982,54612.4960
108,7.2800,0.3025,3.6371,0.5943,54612.4960
109,7.2800,0.3051,3.6373,0.5921,54612.4960
110,7.2800,0.3060,3.6374,0.5978,54612.4960
111,7.2800,0.3023,3.6375,0.5932,54612.4960
112,7.2800,0.2990,3.6374,0.5886,54612.4960
113,7.2800,0.2962,3.6373,0.5882,54612.4960
114,7.2800,0.2959,3.6370,0.5799,54612.4960
115,7.2800,0.2907,3.6367,0.5707,54612.4960
116,7.2800,0.2850,3.6366,0.5667,54612.4960
117,7.2800,0.2905,3.6370,0.5746,54612.4960
118,7.2800,0.2883,3.6373,0.5805,54612.4960
119,7.2800,0.2920,3.6374,0.5781,54612.4960
120,7.2800,0.2916,3.6377,0.5834,54612.4960
121,7.2800,0.2909,3.6377,0.5818,54612.4960
122,7.2800,0.2854,3.6373,0.5707,54612.4960
123,7.2800,0.2876,3.6371,0.5667,54612.4960
124,7.2800,0.2782,3.6364,0.5499,54612.4960
125,7.2800,0.2725,3.6608,0.5433,54612.4960
126,7.2802,0.2714,3.6360,0.5387,54612.4960
127,7.2800,0.2690,3.6363,0.5466,54612.4960
128,7.2800,0.2754,3.6367,0.5479,54612.4960
129,7.2800,0.2865,3.6375,0.5700,54612.4960
130,7.2800,0.2859,3.6378,0.5750,54612.4960
131,7.2800,0.2839,3.6377,0.5687,54612.4960
132,7.2802,0.2830,3.6375,0.5650,54612.4960
133,7.2802,0.2758,3.6373,0.5549,54612.4960
134,7.2802,0.2793,3.6375,0.5615,54612.4960
135,7.2802,0.2806,3.6377,0.5639,54612.4960
136,7.2800,0.2782,3.6375,0.5623,54612.4960
137,7.2800,0.2811,3.6377,0.5602,54612.4960
138,7.2802,0.2773,3.6375,0.5606,54612.4960
139,7.2800,0.2789,3.6375,0.5577,54612.4960
140,7.2802,0.2778,3.6377,0.5573,54612.4960
141,7.2802,0.2826,3.6377,0.5588,54612.4960
142,7.2800,0.2795,3.6377,0.5591,54612.4960
143,7.2800,0.2791,3.6374,0.5488,54612.4960
144,7.2802,0.2719,3.6367,0.5334,54612.4960
145,7.2802,0.2546,3.6355,0.5067,54612.4960
146,7.2802,0.2471,3.6344,0.4787,54612.4960
147,7.2802,0.2283,3.6337,0.4669,54612.4960
148,7.2802,0.2252,3.6331,0.4470,54612.4960
149,7.2802,0.2226,3.6329,0.4472,54612.4960
150,7.2802,0.2235,3.6326,0.4415,54612.4960
151,7.2802,0.2101,3.6318,0.4205,54612.4960
152,7.2802,0.2042,3.6309,0.4045,54612.4960
153,7.2802,0.2003,3.6305,0.3936,54612.4960
154,7.2802,0.1994,3.6309,0.4056,54612.4960
155,7.2802,0.2117,3.6318,0.4229,54612.4960
156,7.2802,0.2176,3.6323,0.4352,54612.4960
157,7.2802,0.2160,3.6323,0.4341,54612.4960
158,7.2802,0.2220,3.6324,0.4341,54612.4960
159,7.2802,0.2248,3.6330,0.4481,54612.4960
160,7.2802,0.2355,3.6338,0.4662,54612.4960
161,7.2802,0.2484,3.6353,0.4947,54612.4960
162,7.2800,0.2686,3.6368,0.5269,54612.4960
163,7.2802,0.2749,3.6379,0.5494,54612.4960
164,7.2802,0.2837,3.6386,0.5623,54612.4960
165,7.2802,0.2846,3.6390,0.5764,54612.4960
166,7.2800,0.2894,3.6390,0.5691,54612.4960
167,7.2802,0.2848,3.6389,0.5602,54612.4960
168,7.2802,0.2815,3.6384,0.5499,54612.4960
169,7.2802,0.2752,3.6378,0.5363,54612.4960
170,7.2802,0.2666,3.6371,0.5203,54612.4960
171,7.2802,0.2546,3.6360,0.4951,54612.4960
172,7.2802,0.2338,3.6342,0.4505,54612.4960
173,7.2802,0.2084,3.6319,0.4069,54612.4960
174,7.2802,0.1808,3.6298,0.3594,54612.4960
175,7.2802,0.1677,3.6283,0.3281,54612.4960
176,7.2807,0.1644,3.6278,0.3143,54612.4960
177,7.2805,0.1629,3.6279,0.3211,54612.4960
178,7.2802,0.1780,3.6289,0.3419,54612.4960
179,7.2802,0.1898,3.6302,0.3682,54612.4960
180,7.2802,0.2069,3.6318,0.4015,54612.4960
181,7.2802,0.2196,3.6327,0.4196,54612.4960
182,7.2802,0.2110,3.6320,0.4069,54612.4960
183,7.2802,0.1972,3.6300,0.3638,54612.4960
184,7.2807,0.1679,3.6278,0.3154,54612.4960
185,7.2822,0.1480,3.6264,0.2833,54612.4960
186,7.2810,0.1353,3.6254,0.2625,54612.4960
187,7.2807,0.1327,3.6250,0.2587,54612.4960
188,7.2807,0.1348,3.6249,0.2506,54612.4960
189,7.2805,0.1327,3.6247,0.2465,54612.4960
190,7.2805,0.1246,3.6243,0.2425,54612.4960
191,7.2805,0.1206,3.6241,0.2379,54612.4960
192,7.2805,0.1230,3.6236,0.2303,54612.4960
193,7.2807,0.1151,3.6234,0.2191,54612.4960
194,7.2807,0.1165,3.6232,0.2187,54612.4960
195,7.2810,0.1167,3.6231,0.2167,54612.4960
196,7.2807,0.1167,3.6235,0.2290,54612.4960
197,7.2805,0.1276,3.6243,0.2434,54612.4960
198,7.2820,0.1397,3.6258,0.2778,54612.4960
199,7.2807,0.1600,3.6274,0.3126,54612.4960
200,7.2802,0.1758,3.6287,0.3399,54612.4960
201,7.2802,0.1812,3.6293,0.3537,54612.4960
202,7.2802,0.1771,3.6286,0.3373,54612.4960
203,7.2810,0.1565,3.6269,0.2994,54612.4960
204,7.2810,0.1399,3.6252,0.2576,54612.4960
205,7.2805,0.1224,3.6243,0.2364,54612.4960
206,7.2805,0.1206,3.6242,0.2379,54612.4960
207,7.2805,0.1281,3.6243,0.2430,54612.4960
208,7.2805,0.1283,3.6245,0.2491,54612.4960
209,7.2807,0.1276,3.6247,0.2524,54612.4960
210,7.2812,0.1340,3.6254,0.2699,54612.4960
211,7.2822,0.1421,3.6263,0.2826,54612.4960
212,7.2815,0.1515,3.6267,0.2955,54612.4960
213,7.2812,0.1506,3.6269,0.2973,54612.4960
214,7.2815,0.1502,3.6267,0.2933,54612.4960
215,7.2820,0.1473,3.6264,0.2826,54612.4960
216,7.2822,0.1456,3.6263,0.2833,54612.4960
217,7.2822,0.1467,3.6264,0.2865,54612.4960
218,7.2817,0.1532,3.6268,0.2900,54612.4960
219,7.2812,0.1530,3.6271,0.2977,54612.4960
220,7.2815,0.1552,3.6269,0.2916,54612.4960
221,7.2820,0.1502,3.6265,0.2872,54612.4960
222,7.2822,0.1423,3.6264,0.2822,54612.4960
223,7.2820,0.1438,3.6261,0.2758,54612.4960
224,7.2822,0.1478,3.6264,0.2841,54612.4960
225,7.2820,0.1499,3.6267,0.2857,54612.4960
226,7.2820,0.1528,3.6267,0.2900,54612.4960
227,7.2817,0.1506,3.6268,0.2881,54612.4960
228,7.2815,0.1537,3.6269,0.2878,54612.4960
229,7.2812,0.1576,3.6272,0.2907,54612.4960
230,7.2810,0.1556,3.6275,0.2992,54612.4960
231,7.2815,0.1550,3.6268,0.2815,54612.4960
232,7.2812,0.1451,3.6257,0.2616,54612.4960
233,7.2810,0.1399,3.6253,0.2550,54612.4960
234,7.2805,0.1324,3.6247,0.2441,54612.4960
235,7.2807,0.1254,3.6242,0.2294,54612.4960
236,7.2807,0.1243,3.6239,0.2185,54612.4960
237,7.2810,0.1143,3.6234,0.2141,54612.4960
238,7.2815,0.1140,3.6231,0.2051,54612.4960
239,7.2817,0.1079,3.6228,0.2007,54612.4960
240,7.2822,0.1079,3.6227,0.1922,54612.4960
241,7.2822,0.1081,3.6224,0.1911,54612.4960
242,7.2822,0.1099,3.6224,0.1893,54612.4960
243,7.2815,0.1149,3.6228,0.2071,54612.4960
244,7.2812,0.1097,3.6231,0.2106,54612.4960
245,7.2810,0.1180,3.6234,0.2169,54612.4960
246,7.2807,0.1162,3.6236,0.2263,54612.4960
247,7.2805,0.1250,3.6241,0.2373,54612.4960
248,7.2805,0.1320,3.6246,0.2421,54612.4960
249,7.2805,0.1366,3.6250,0.2506,54612.4960
250,7.2807,0.1357,3.6252,0.2530,54612.4960
251,7.2805,0.1305,3.6249,0.2489,54612.4960
252,7.2805,0.1276,3.6245,0.2447,54612.4960
253,7.2805,0.1248,3.6241,0.2309,54612.4960
254,7.2807,0.1162,3.6235,0.2169,54612.4960
255,7.2812,0.1127,3.6231,0.2119,54612.4960
256,7.2817,0.1051,3.6228,0.2031,54612.4960
257,7.2820,0.1053,3.6227,0.1979,54612.4960
258,7.2822,0.1062,3.6225,0.1970,54612.4960
259,0.0000,0.1027,3.6223,0.1939,54612.4960
260,7.2815,0.1062,3.6220,0.1854,54612.4960
261,7.2812,0.0994,3.6219,0.1826,54612.4960
262,7.2812,0.0963,3.6217,0.1775,54612.4960
263,7.2810,0.0970,3.6217,0.1786,54508.3320
264,7.2810,0.0943,3.6216,0.1760,54134.9960
265,7.2810,0.0983,3.6216,0.1784,54089.9960
266,7.2812,0.0994,3.6219,0.1878,54302.4960
267,7.2820,0.1031,3.6223,0.1948,54612.4960
268,7.2820,0.1070,3.6227,0.2060,54612.4960
269,7.2815,0.1077,3.6230,0.2090,54612.4960
270,7.2812,0.1112,3.6232,0.2099,54612.4960
271,7.2807,0.1186,3.6235,0.2226,54612.4960
272,7.2805,0.1197,3.6241,0.2270,54612.4960
273,7.2805,0.1237,3.6245,0.2441,54612.4960
274,7.2805,0.1322,3.6250,0.2504,54612.4960
275,7.2807,0.1381,3.6253,0.2574,54612.4960
276,7.2807,0.1370,3.6254,0.2625,54612.4960
277,7.2812,0.1403,3.6258,0.2664,54612.4960
278,7.2822,0.1432,3.6265,0.2754,54612.4960
279,7.2812,0.1524,3.6274,0.2970,54612.4960
280,7.2802,0.1725,3.6285,0.3222,54612.4960
281,7.2802,0.1802,3.6296,0.3426,54612.4960
282,7.2802,0.1858,3.6305,0.3627,54612.4960
283,7.2802,0.1988,3.6315,0.3822,54612.4960
284,7.2802,0.2058,3.6322,0.3964,54612.4960
285,7.2802,0.2042,3.6320,0.3925,54612.4960
286,7.2802,0.1948,3.6312,0.3702,54612.4960
287,7.2802,0.1850,3.6302,0.3518,54612.4960
288,7.2802,0.1819,3.6296,0.3321,54612.4960
289,7.2805,0.1742,3.6291,0.3251,54612.4960
290,7.2805,0.1664,3.6290,0.3246,54612.4960
291,7.2802,0.1685,3.6294,0.3277,54612.4960
292,7.2802,0.1745,3.6297,0.3399,54612.4960
293,7.2802,0.1773,3.6300,0.3432,54612.4960
294,7.2802,0.1880,3.6309,0.3614,54612.4960
295,7.2802,0.1992,3.6323,0.3896,54612.4960
296,7.2802,0.2244,3.6341,0.4268,54612.4960
297,7.2802,0.2364,3.6355,0.4540,54612.4960
298,7.2802,0.2368,3.6356,0.4551,54612.4960
299,7.2802,0.2322,3.6352,0.4424,54612.4960
300,7.2802,0.2255,3.6345,0.4273,54612.4960
301,7.2802,0.2215,3.6341,0.4181,54612.4960
302,7.2802,0.2104,3.6337,0.4034,54612.4960
303,7.2802,0.2128,3.6335,0.4041,54612.4960
304,7.2802,0.2169,3.6342,0.4172,54612.4960
305,7.2802,0.2287,3.6353,0.4450,54612.4960
306,7.2802,0.2441,3.6367,0.4673,54612.4960
307,7.2802,0.2585,3.6382,0.5017,54612.4960
308,7.2802,0.2716,3.6393,0.5245,54612.4960
309,7.2802,0.2769,3.6400,0.5405,54612.4960
310,7.2802,0.2780,3.6403,0.5437,54612.4960
311,7.2802,0.2850,3.6407,0.5472,54612.4960
312,7.2802,0.2885,3.6411,0.5582,54612.4960
313,7.2802,0.2951,3.6417,0.5654,54612.4960
314,7.2802,0.2898,3.6421,0.5731,54612.4960
315,7.2800,0.2959,3.6421,0.5731,54612.4960
316,7.2802,0.2973,3.6421,0.5632,54612.4960
317,7.2802,0.2924,3.6419,0.5608,54612.4960
318,7.2802,0.2859,3.6415,0.5529,54612.4960
319,7.2802,0.2828,3.6411,0.5453,54612.4960
320,7.2802,0.2738,3.6407,0.5295,54612.4960
321,7.2802,0.2712,3.6403,0.5205,54612.4960
322,7.2802,0.2695,3.6400,0.5133,54612.4960
323,7.2802,0.2690,3.6401,0.5175,54612.4960
324,7.2802,0.2695,3.6404,0.5234,54612.4960
325,7.2802,0.2741,3.6406,0.5243,54612.4960
326,7.2802,0.2640,3.6401,0.5151,54612.4960
327,7.2802,0.2592,3.6399,0.5059,54612.4960
328,7.2802,0.2559,3.6397,0.5021,54612.4960
329,7.2802,0.2620,3.6401,0.5151,54612.4960
330,7.2802,0.2699,3.6407,0.5223,54612.4960
331,7.2802,0.2673,3.6411,0.5310,54612.4960
332,7.2802,0.2725,3.6411,0.5264,54612.4960
333,7.2802,0.2653,3.6408,0.5205,54612.4960
334,7.2802,0.2627,3.6403,0.5076,54612.4960
335,7.2802,0.2509,3.6393,0.4888,54612.4960
336,7.2802,0.2344,3.6377,0.4542,54612.4960
337,7.2802,0.2174,3.6360,0.4157,54612.4960
338,7.2802,0.2073,3.6353,0.3990,54612.4960
339,7.2802,0.2090,3.6359,0.4120,54612.4960
340,7.2802,0.2235,3.6370,0.4369,54612.4960
341,7.2802,0.2336,3.6381,0.4638,54612.4960
342,7.2802,0.2368,3.6385,0.4719,54612.4960
343,7.2802,0.2375,3.6385,0.4687,54612.4960
344,7.2802,0.2368,3.6384,0.4641,54612.4960
345,7.2802,0.2377,3.6384,0.4647,54612.4960
346,7.2802,0.2379,3.6386,0.4662,54612.4960
347,7.2805,0.2432,3.6390,0.4737,54612.4960
348,7.2802,0.2428,3.6390,0.4752,54612.4960
349,7.2802,0.2344,3.6381,0.4531,54612.4960
350,7.2805,0.2191,3.6364,0.4166,54612.4960
351,7.2805,0.2018,3.6349,0.3824,54612.4960
352,7.2802,0.1939,3.6344,0.3691,54612.4960
353,7.2802,0.1946,3.6348,0.3789,54612.4960
354,7.2802,0.2058,3.6362,0.4122,54612.4960
355,7.2802,0.2246,3.6379,0.4490,54612.4960
356,7.2802,0.2445,3.6396,0.4842,54612.4960
357,7.2802,0.2603,3.6408,0.5162,54612.4960
358,7.2802,0.2754,3.6415,0.5295,54612.4960
359,7.2802,0.2727,3.6419,0.5315,54612.4960
360,7.2802,0.2732,3.6419,0.5306,54612.4960
361,7.2802,0.2714,3.6417,0.5245,54612.4960
362,7.2802,0.2633,3.6415,0.5197,54612.4960
363,7.2802,0.2712,3.6417,0.5243,54612.4960
364,7.2802,0.2736,3.6421,0.5308,54612.4960
365,7.2802,0.2712,3.6423,0.5332,54612.4960
366,7.2802,0.2738,3.6425,0.5332,54612.4960
367,7.2802,0.2736,3.6425,0.5345,54612.4960
368,7.2802,0.2795,3.6428,0.5405,54612.4960
369,7.2802,0.2808,3.6430,0.5437,54612.4960
370,7.2802,0.2811,3.6432,0.5455,54612.4960
371,7.2802,0.2811,3.6432,0.5446,54612.4960
372,7.2802,0.2804,3.6433,0.5464,54612.4960
373,7.2802,0.2843,3.6433,0.5470,54612.4960
374,7.2802,0.2846,3.6433,0.5402,54612.4960
375,7.2802,0.2806,3.6434,0.5446,54612.4960
376,7.2802,0.2800,3.6436,0.5475,54612.4960
377,7.2802,0.2806,3.6436,0.5475,54612.4960
378,7.2802,0.2854,3.6437,0.5501,54612.4960
379,7.2802,0.2806,3.6437,0.5494,54612.4960
380,7.2802,0.2791,3.6439,0.5514,54612.4960
381,7.2802,0.2782,3.6439,0.5472,54612.4960
382,7.2802,0.2802,3.6437,0.5490,54612.4960
383,7.2802,0.2811,3.6439,0.5433,54612.4960
384,7.2802,0.2773,3.6439,0.5464,54612.4960
385,7.2802,0.2797,3.6439,0.5444,54612.4960
386,7.2802,0.2780,3.6437,0.5387,54612.4960
387,7.2802,0.2813,3.6437,0.5385,54612.4960
388,7.2802,0.2745,3.6437,0.5405,54612.4960
389,7.2802,0.2776,3.6437,0.5341,54612.4960
390,7.2802,0.2738,3.6437,0.5374,54612.4960
391,7.2802,0.2738,3.6437,0.5394,54612.4960
392,7.2802,0.2782,3.6437,0.5345,54612.4960
393,7.2802,0.2734,3.6437,0.5370,54612.4960
394,7.2802,0.2734,3.6437,0.5356,54612.4960
395,7.2802,0.2756,3.6437,0.5328,54612.4960
396,7.2802,0.2703,3.6437,0.5304,54612.4960
397,7.2802,0.2710,3.6436,0.5321,54612.4960
398,7.2802,0.2721,3.6437,0.5352,54612.4960
399,7.2802,0.2754,3.6437,0.5310,54612.4960
400,7.2802,0.2730,3.6437,0.5299,54612.4960
401,7.2802,0.2745,3.6437,0.5293,54612.4960
402,7.2802,0.2738,3.6439,0.5299,54612.4960
403,7.2802,0.2767,3.6439,0.5313,54612.4960
404,7.2802,0.2756,3.6439,0.5319,54612.4960
405,7.2802,0.2736,3.6439,0.5282,54612.4960
406,7.2802,0.2730,3.6439,0.5306,54612.4960
407,7.2802,0.2752,3.6439,0.5249,54612.4960
408,7.2802,0.2692,3.6437,0.5253,54612.4960
409,7.2802,0.2710,3.6437,0.5280,54612.4960
410,7.2802,0.2651,3.6434,0.5166,54612.4960
411,7.2802,0.2625,3.6432,0.5107,54612.4960
412,7.2802,0.2598,3.6429,0.5032,54612.4960
413,7.2802,0.2581,3.6426,0.4958,54612.4960
414,7.2802,0.2557,3.6425,0.4980,54612.4960
415,7.2802,0.2522,3.6425,0.4919,54612.4960
416,7.2802,0.2526,3.6423,0.4873,54612.4960
417,7.2802,0.2484,3.6422,0.4853,54612.4960
418,7.2802,0.2458,3.6419,0.4816,54612.4960
419,7.2802,0.2460,3.6417,0.4739,54612.4960
420,7.2805,0.2399,3.6411,0.4597,54612.4960
421,7.2805,0.2329,3.6407,0.4531,54612.4960
422,7.2805,0.2244,3.6403,0.4437,54612.4960
423,7.2805,0.2202,3.6399,0.4319,54612.4960
424,7.2805,0.2189,3.6395,0.4231,54612.4960
425,7.2805,0.2139,3.6390,0.4172,54612.4960
426,7.2805,0.2106,3.6388,0.4113,54612.4960
427,7.2805,0.2051,3.6384,0.4019,54612.4960
428,7.2805,0.2025,3.6379,0.3914,54612.4960
429,7.2805,0.1946,3.6377,0.3864,54612.4960
430,7.2805,0.1948,3.6371,0.3820,54612.4960
431,7.2805,0.1911,3.6368,0.3706,54612.4960
432,7.2805,0.1869,3.6364,0.3603,54612.4960
433,7.2805,0.1815,3.6359,0.3524,54612.4960
434,7.2805,0.1802,3.6352,0.3360,54612.4960
435,7.2805,0.1668,3.6345,0.3216,54612.4960
436,7.2812,0.1594,3.6337,0.2999,54612.4960
437,7.2822,0.1488,3.6329,0.2868,54612.4960
438,7.2822,0.1443,3.6324,0.2771,54612.4960
439,7.2815,0.1397,3.6319,0.2627,54612.4960
440,7.2810,0.1351,3.6316,0.2583,54612.4960
441,7.2810,0.1311,3.6313,0.2559,54612.4960
442,7.2810,0.1289,3.6315,0.2598,54612.4960
443,7.2812,0.1353,3.6318,0.2622,54612.4960
444,7.2820,0.1429,3.6323,0.2732,54612.4960
445,7.2820,0.1515,3.6329,0.2874,54612.4960
446,7.2812,0.1618,3.6334,0.3008,54612.4960
447,7.2807,0.1668,3.6340,0.3130,54612.4960
448,7.2805,0.1725,3.6346,0.3321,54612.4960
449,7.2805,0.1826,3.6353,0.3417,54612.4960
450,7.2805,0.1869,3.6360,0.3577,54612.4960
451,7.2805,0.1955,3.6368,0.3739,54612.4960
452,7.2802,0.1996,3.6374,0.3846,54612.4960
453,7.2805,0.2077,3.6381,0.4021,54612.4960
454,7.2805,0.2163,3.6388,0.4120,54612.4960
455,7.2805,0.2200,3.6392,0.4242,54612.4960
456,7.2805,0.2255,3.6397,0.4328,54612.4960
457,7.2805,0.2305,3.6401,0.4433,54612.4960
458,7.2805,0.2294,3.6406,0.4514,54612.4960
459,7.2802,0.2338,3.6410,0.4505,54612.4960
460,7.2805,0.2364,3.6411,0.4641,54612.4960
461,7.2805,0.2393,3.6414,0.4645,54612.4960
462,7.2805,0.2384,3.6415,0.4667,54612.4960
463,7.2802,0.2393,3.6417,0.4630,54612.4960
464,7.2802,0.2342,3.6417,0.4645,54612.4960
465,7.2802,0.2353,3.6417,0.4608,54612.4960
466,7.2802,0.2373,3.6419,0.4673,54612.4960
467,7.2805,0.2421,3.6422,0.4730,54612.4960
468,7.2805,0.2454,3.6426,0.4739,54612.4960
469,7.2802,0.2460,3.6426,0.4789,54612.4960
470,7.2802,0.2436,3.6428,0.4785,54612.4960
471,7.2802,0.2445,3.6428,0.4829,54612.4960
472,7.2805,0.2454,3.6429,0.4787,54612.4960
473,7.2802,0.2487,3.6429,0.4789,54612.4960
474,7.2805,0.2471,3.6430,0.4816,54612.4960
475,7.2802,0.2471,3.6430,0.4770,54612.4960
476,7.2805,0.2480,3.6432,0.4794,54612.4960
477,7.2802,0.2500,3.6432,0.4829,54612.4960
478,7.2802,0.2471,3.6434,0.4842,54612.4960
479,7.2802,0.2539,3.6437,0.4884,54612.4960
480,7.2805,0.2583,3.6439,0.4910,54612.4960
481,7.2802,0.2574,3.6439,0.4958,54612.4960
482,7.2802,0.2489,3.6439,0.4921,54612.4960
483,7.2802,0.2519,3.6440,0.4936,54612.4960
484,7.2805,0.2517,3.6440,0.4927,54612.4960
485,7.2802,0.2535,3.6440,0.4916,54612.4960
486,7.2802,0.2524,3.6443,0.4975,54612.4960
487,7.2802,0.2561,3.6443,0.4965,54612.4960
488,7.2802,0.2533,3.6443,0.4993,54612.4960
489,7.2802,0.2583,3.6444,0.4940,54612.4960
490,7.2805,0.2548,3.6444,0.4962,54612.4960
491,7.2802,0.2555,3.6445,0.4923,54612.4960
492,7.2802,0.2557,3.6447,0.5035,54612.4960
493,7.2802,0.2572,3.6447,0.4995,54612.4960
494,7.2802,0.2585,3.6447,0.5011,54612.4960
495,7.2805,0.2550,3.6447,0.5000,54612.4960
496,7.2805,0.2541,3.6447,0.5006,54612.4960
497,7.2802,0.2548,3.6448,0.4993,54612.4960
498,7.2805,0.2537,3.6448,0.5004,54612.4960
499,7.2802,0.2563,3.6448,0.4984,54612.4960
